cat1,cat2,id,unicode,title
Travel & Places,sky & weather,1022,1F312,waxing crescent moon
Travel & Places,sky & weather,1023,1F313,first quarter moon
Travel & Places,sky & weather,1024,1F314,waxing gibbous moon
Travel & Places,sky & weather,1025,1F315,full moon
Travel & Places,sky & weather,1026,1F316,waning gibbous moon
Travel & Places,sky & weather,1027,1F317,last quarter moon
Travel & Places,sky & weather,1028,1F318,waning crescent moon
Travel & Places,sky & weather,1029,1F319,crescent moon
Travel & Places,sky & weather,1030,1F31A,new moon face
Travel & Places,sky & weather,1031,1F31B,first quarter moon face
Travel & Places,sky & weather,1032,1F31C,last quarter moon face
Travel & Places,sky & weather,1033,1F321,thermometer
Travel & Places,sky & weather,1034,2600,sun
Travel & Places,sky & weather,1035,1F31D,full moon face
Travel & Places,sky & weather,1036,1F31E,sun with face
Travel & Places,sky & weather,1037,1FA90,ringed planet
Travel & Places,sky & weather,1038,2B50,star
Travel & Places,sky & weather,1039,1F31F,glowing star
Travel & Places,sky & weather,1040,1F320,shooting star
Travel & Places,sky & weather,1041,1F30C,milky way
Travel & Places,sky & weather,1042,2601,cloud
Travel & Places,sky & weather,1043,26C5,sun behind cloud
Travel & Places,sky & weather,1044,26C8,cloud with lightning and rain
Travel & Places,sky & weather,1045,1F324,sun behind small cloud
Travel & Places,sky & weather,1046,1F325,sun behind large cloud
Travel & Places,sky & weather,1047,1F326,sun behind rain cloud
Travel & Places,sky & weather,1048,1F327,cloud with rain
Travel & Places,sky & weather,1049,1F328,cloud with snow
Travel & Places,sky & weather,1050,1F329,cloud with lightning
Travel & Places,sky & weather,1051,1F32A,tornado
Travel & Places,sky & weather,1052,1F32B,fog
Travel & Places,sky & weather,1053,1F32C,wind face
Travel & Places,sky & weather,1054,1F300,cyclone
Travel & Places,sky & weather,1055,1F308,rainbow
Travel & Places,sky & weather,1056,1F302,closed umbrella
Travel & Places,sky & weather,1057,2602,umbrella
Travel & Places,sky & weather,1058,2614,umbrella with rain drops
Travel & Places,sky & weather,1059,26F1,umbrella on ground
Travel & Places,sky & weather,1060,26A1,high voltage
Travel & Places,sky & weather,1061,2744,snowflake
Travel & Places,sky & weather,1062,2603,snowman
Travel & Places,sky & weather,1063,26C4,snowman without snow
Travel & Places,sky & weather,1064,2604,comet
Travel & Places,sky & weather,1065,1F525,fire
Travel & Places,sky & weather,1066,1F4A7,droplet
Travel & Places,sky & weather,1067,1F30A,water wave
Activities,event,1068,1F383,jack-o-lantern
Activities,event,1069,1F384,Christmas tree
Activities,event,1070,1F386,fireworks
Activities,event,1071,1F387,sparkler
Activities,event,1072,1F9E8,firecracker
Activities,event,1073,2728,sparkles
Activities,event,1074,1F388,balloon
Activities,event,1075,1F389,party popper
Activities,event,1076,1F38A,confetti ball
Activities,event,1077,1F38B,tanabata tree
Activities,event,1078,1F38D,pine decoration
Activities,event,1079,1F38E,Japanese dolls
Activities,event,1080,1F38F,carp streamer
Activities,event,1081,1F390,wind chime
Activities,event,1082,1F391,moon viewing ceremony
Activities,event,1083,1F9E7,red envelope
Activities,event,1084,1F380,ribbon
Activities,event,1085,1F381,wrapped gift
Activities,event,1086,1F397,reminder ribbon
Activities,event,1087,1F39F,admission tickets
Activities,event,1088,1F3AB,ticket
Activities,award-medal,1089,1F396,military medal
Activities,award-medal,1090,1F3C6,trophy
Activities,award-medal,1091,1F3C5,sports medal
Activities,award-medal,1092,1F947,1st place medal
Activities,award-medal,1093,1F948,2nd place medal
Activities,award-medal,1094,1F949,3rd place medal
Activities,sport,1095,26BD,soccer ball
Activities,sport,1096,26BE,baseball
Activities,sport,1097,1F94E,softball
Activities,sport,1098,1F3C0,basketball
Activities,sport,1099,1F3D0,volleyball
Activities,sport,1100,1F3C8,american football
Activities,sport,1101,1F3C9,rugby football
Activities,sport,1102,1F3BE,tennis
Activities,sport,1103,1F94F,flying disc
Activities,sport,1104,1F3B3,bowling
Activities,sport,1105,1F3CF,cricket game
Activities,sport,1106,1F3D1,field hockey
Activities,sport,1107,1F3D2,ice hockey
Activities,sport,1108,1F94D,lacrosse
Activities,sport,1109,1F3D3,ping pong
Activities,sport,1110,1F3F8,badminton
Activities,sport,1111,1F94A,boxing glove
Activities,sport,1112,1F94B,martial arts uniform
Activities,sport,1113,1F945,goal net
Activities,sport,1114,26F3,flag in hole
Activities,sport,1115,26F8,ice skate
Activities,sport,1116,1F3A3,fishing pole
Activities,sport,1117,1F93F,diving mask
Activities,sport,1118,1F3BD,running shirt
Activities,sport,1119,1F3BF,skis
Activities,sport,1120,1F6F7,sled
Activities,sport,1121,1F94C,curling stone
Activities,game,1122,1F3AF,bullseye
Activities,game,1123,1FA80,yo-yo
Activities,game,1124,1FA81,kite
Activities,game,1125,1F52B,water pistol
Activities,game,1126,1F3B1,pool 8 ball
Activities,game,1127,1F52E,crystal ball
Activities,game,1128,1FA84,magic wand
Activities,game,1129,1F3AE,video game
Activities,game,1130,1F579,joystick
Activities,game,1131,1F3B0,slot machine
Activities,game,1132,1F3B2,game die
Activities,game,1133,1F9E9,puzzle piece
Activities,game,1134,1F9F8,teddy bear
Activities,game,1135,1FA85,piñata
Activities,game,1136,1FAA9,mirror ball
Activities,game,1137,1FA86,nesting dolls
Activities,game,1138,2660,spade suit
Activities,game,1139,2665,heart suit
Activities,game,1140,2666,diamond suit
Activities,game,1141,2663,club suit
Activities,game,1142,265F,chess pawn
Activities,game,1143,1F0CF,joker
Activities,game,1144,1F004,mahjong red dragon
Activities,game,1145,1F3B4,flower playing cards
Activities,arts & crafts,1146,1F3AD,performing arts
Activities,arts & crafts,1147,1F5BC,framed picture
Activities,arts & crafts,1148,1F3A8,artist palette
Activities,arts & crafts,1149,1F9F5,thread
Activities,arts & crafts,1150,1FAA1,sewing needle
Activities,arts & crafts,1151,1F9F6,yarn
Activities,arts & crafts,1152,1FAA2,knot
Objects,clothing,1153,1F453,glasses
Objects,clothing,1154,1F576,sunglasses
Objects,clothing,1155,1F97D,goggles
Objects,clothing,1156,1F97C,lab coat
Objects,clothing,1157,1F9BA,safety vest
Objects,clothing,1158,1F454,necktie
Objects,clothing,1159,1F455,t-shirt
Objects,clothing,1160,1F456,jeans
Objects,clothing,1161,1F9E3,scarf
Objects,clothing,1162,1F9E4,gloves
Objects,clothing,1163,1F9E5,coat
Objects,clothing,1164,1F9E6,socks
Objects,clothing,1165,1F457,dress
Objects,clothing,1166,1F458,kimono
Objects,clothing,1167,1F97B,sari
Objects,clothing,1168,1FA71,one-piece swimsuit
Objects,clothing,1169,1FA72,briefs
Objects,clothing,1170,1FA73,shorts
Objects,clothing,1171,1F459,bikini
Objects,clothing,1172,1F45A,woman’s clothes
Objects,clothing,1173,1FAAD,folding hand fan
Objects,clothing,1174,1F45B,purse
Objects,clothing,1175,1F45C,handbag
Objects,clothing,1176,1F45D,clutch bag
Objects,clothing,1177,1F6CD,shopping bags
Objects,clothing,1178,1F392,backpack
Objects,clothing,1179,1FA74,thong sandal
Objects,clothing,1180,1F45E,man’s shoe
Objects,clothing,1181,1F45F,running shoe
Objects,clothing,1182,1F97E,hiking boot
Objects,clothing,1183,1F97F,flat shoe
Objects,clothing,1184,1F460,high-heeled shoe
Objects,clothing,1185,1F461,woman’s sandal
Objects,clothing,1186,1FA70,ballet shoes
Objects,clothing,1187,1F462,woman’s boot
Objects,clothing,1188,1FAAE,hair pick
Objects,clothing,1189,1F451,crown
Objects,clothing,1190,1F452,woman’s hat
Objects,clothing,1191,1F3A9,top hat
Objects,clothing,1192,1F393,graduation cap
Objects,clothing,1193,1F9E2,billed cap
Objects,clothing,1194,1FA96,military helmet
Objects,clothing,1195,26D1,rescue worker’s helmet
Objects,clothing,1196,1F4FF,prayer beads
Objects,clothing,1197,1F484,lipstick
Objects,clothing,1198,1F48D,ring
Objects,clothing,1199,1F48E,gem stone
Objects,sound,1200,1F507,muted speaker
Objects,sound,1201,1F508,speaker low volume
Objects,sound,1202,1F509,speaker medium volume
Objects,sound,1203,1F50A,speaker high volume
Objects,sound,1204,1F4E2,loudspeaker
Objects,sound,1205,1F4E3,megaphone
Objects,sound,1206,1F4EF,postal horn
Objects,sound,1207,1F514,bell
Objects,sound,1208,1F515,bell with slash
Objects,music,1209,1F3BC,musical score
Objects,music,1210,1F3B5,musical note
Objects,music,1211,1F3B6,musical notes
Objects,music,1212,1F399,studio microphone
Objects,music,1213,1F39A,level slider
Objects,music,1214,1F39B,control knobs
Objects,music,1215,1F3A4,microphone
Objects,music,1216,1F3A7,headphone
Objects,music,1217,1F4FB,radio
Objects,musical-instrument,1218,1F3B7,saxophone
Objects,musical-instrument,1219,1FA97,accordion
Objects,musical-instrument,1220,1F3B8,guitar
Objects,musical-instrument,1221,1F3B9,musical keyboard
Objects,musical-instrument,1222,1F3BA,trumpet
Objects,musical-instrument,1223,1F3BB,violin
Objects,musical-instrument,1224,1FA95,banjo
Objects,musical-instrument,1225,1F941,drum
Objects,musical-instrument,1226,1FA98,long drum
Objects,musical-instrument,1227,1FA87,maracas
Objects,musical-instrument,1228,1FA88,flute
Objects,musical-instrument,1229,1FA89,⊛ harp
Objects,phone,1230,1F4F1,mobile phone
Objects,phone,1231,1F4F2,mobile phone with arrow
Objects,phone,1232,260E,telephone
Objects,phone,1233,1F4DE,telephone receiver
Objects,phone,1234,1F4DF,pager
Objects,phone,1235,1F4E0,fax machine
Objects,computer,1236,1F50B,battery
Objects,computer,1237,1FAAB,low battery
Objects,computer,1238,1F50C,electric plug
Objects,computer,1239,1F4BB,laptop
Objects,computer,1240,1F5A5,desktop computer
Objects,computer,1241,1F5A8,printer
Objects,computer,1242,2328,keyboard
Objects,computer,1243,1F5B1,computer mouse
Objects,computer,1244,1F5B2,trackball
Objects,computer,1245,1F4BD,computer disk
Objects,computer,1246,1F4BE,floppy disk
Objects,computer,1247,1F4BF,optical disk
Objects,computer,1248,1F4C0,dvd
Objects,computer,1249,1F9EE,abacus
Objects,light & video,1250,1F3A5,movie camera
Objects,light & video,1251,1F39E,film frames
Objects,light & video,1252,1F4FD,film projector
Objects,light & video,1253,1F3AC,clapper board
Objects,light & video,1254,1F4FA,television
Objects,light & video,1255,1F4F7,camera
Objects,light & video,1256,1F4F8,camera with flash
Objects,light & video,1257,1F4F9,video camera
Objects,light & video,1258,1F4FC,videocassette
Objects,light & video,1259,1F50D,magnifying glass tilted left
Objects,light & video,1260,1F50E,magnifying glass tilted right
Objects,light & video,1261,1F56F,candle
Objects,light & video,1262,1F4A1,light bulb
Objects,light & video,1263,1F526,flashlight
Objects,light & video,1264,1F3EE,red paper lantern
Objects,light & video,1265,1FA94,diya lamp
Objects,book-paper,1266,1F4D4,notebook with decorative cover
Objects,book-paper,1267,1F4D5,closed book
Objects,book-paper,1268,1F4D6,open book
Objects,book-paper,1269,1F4D7,green book
Objects,book-paper,1270,1F4D8,blue book
Objects,book-paper,1271,1F4D9,orange book
Objects,book-paper,1272,1F4DA,books
Objects,book-paper,1273,1F4D3,notebook
Objects,book-paper,1274,1F4D2,ledger
Objects,book-paper,1275,1F4C3,page with curl
Objects,book-paper,1276,1F4DC,scroll
Objects,book-paper,1277,1F4C4,page facing up
Objects,book-paper,1278,1F4F0,newspaper
Objects,book-paper,1279,1F5DE,rolled-up newspaper
Objects,book-paper,1280,1F4D1,bookmark tabs
Objects,book-paper,1281,1F516,bookmark
Objects,book-paper,1282,1F3F7,label
Objects,money,1283,1F4B0,money bag
Objects,money,1284,1FA99,coin
Objects,money,1285,1F4B4,yen banknote
Objects,money,1286,1F4B5,dollar banknote
Objects,money,1287,1F4B6,euro banknote
Objects,money,1288,1F4B7,pound banknote
Objects,money,1289,1F4B8,money with wings
Objects,money,1290,1F4B3,credit card
Objects,money,1291,1F9FE,receipt
Objects,money,1292,1F4B9,chart increasing with yen
Objects,mail,1293,2709,envelope
Objects,mail,1294,1F4E7,e-mail
Objects,mail,1295,1F4E8,incoming envelope
Objects,mail,1296,1F4E9,envelope with arrow
Objects,mail,1297,1F4E4,outbox tray
Objects,mail,1298,1F4E5,inbox tray
Objects,mail,1299,1F4E6,package
Objects,mail,1300,1F4EB,closed mailbox with raised flag
Objects,mail,1301,1F4EA,closed mailbox with lowered flag
Objects,mail,1302,1F4EC,open mailbox with raised flag
Objects,mail,1303,1F4ED,open mailbox with lowered flag
Objects,mail,1304,1F4EE,postbox
Objects,mail,1305,1F5F3,ballot box with ballot
Objects,writing,1306,270F,pencil
Objects,writing,1307,2712,black nib
Objects,writing,1308,1F58B,fountain pen
Objects,writing,1309,1F58A,pen
Objects,writing,1310,1F58C,paintbrush
Objects,writing,1311,1F58D,crayon
Objects,writing,1312,1F4DD,memo
Objects,office,1313,1F4BC,briefcase
Objects,office,1314,1F4C1,file folder
Objects,office,1315,1F4C2,open file folder
Objects,office,1316,1F5C2,card index dividers
Objects,office,1317,1F4C5,calendar
Objects,office,1318,1F4C6,tear-off calendar
Objects,office,1319,1F5D2,spiral notepad
Objects,office,1320,1F5D3,spiral calendar
Objects,office,1321,1F4C7,card index
Objects,office,1322,1F4C8,chart increasing
Objects,office,1323,1F4C9,chart decreasing
Objects,office,1324,1F4CA,bar chart
Objects,office,1325,1F4CB,clipboard
Objects,office,1326,1F4CC,pushpin
Objects,office,1327,1F4CD,round pushpin
Objects,office,1328,1F4CE,paperclip
Objects,office,1329,1F587,linked paperclips
Objects,office,1330,1F4CF,straight ruler
Objects,office,1331,1F4D0,triangular ruler
Objects,office,1332,2702,scissors
Objects,office,1333,1F5C3,card file box
Objects,office,1334,1F5C4,file cabinet
Objects,office,1335,1F5D1,wastebasket
Objects,lock,1336,1F512,locked
Objects,lock,1337,1F513,unlocked
Objects,lock,1338,1F50F,locked with pen
Objects,lock,1339,1F510,locked with key
Objects,lock,1340,1F511,key
Objects,lock,1341,1F5DD,old key
Objects,tool,1342,1F528,hammer
Objects,tool,1343,1FA93,axe
Objects,tool,1344,26CF,pick
Objects,tool,1345,2692,hammer and pick
Objects,tool,1346,1F6E0,hammer and wrench
Objects,tool,1347,1F5E1,dagger
Objects,tool,1348,2694,crossed swords
Objects,tool,1349,1F4A3,bomb
Objects,tool,1350,1FA83,boomerang
Objects,tool,1351,1F3F9,bow and arrow
Objects,tool,1352,1F6E1,shield
Objects,tool,1353,1FA9A,carpentry saw
Objects,tool,1354,1F527,wrench
Objects,tool,1355,1FA9B,screwdriver
Objects,tool,1356,1F529,nut and bolt
Objects,tool,1357,2699,gear
Objects,tool,1358,1F5DC,clamp
Objects,tool,1359,2696,balance scale
Objects,tool,1360,1F9AF,white cane
Objects,tool,1361,1F517,link
Objects,tool,1362,26D3+FE0F+200D+1F4A5,broken chain
Objects,tool,1363,26D3,chains
Objects,tool,1364,1FA9D,hook
Objects,tool,1365,1F9F0,toolbox
Objects,tool,1366,1F9F2,magnet
Objects,tool,1367,1FA9C,ladder
Objects,tool,1368,1FA8F,⊛ shovel
Objects,science,1369,2697,alembic
Objects,science,1370,1F9EA,test tube
Objects,science,1371,1F9EB,petri dish
Objects,science,1372,1F9EC,dna
Objects,science,1373,1F52C,microscope
Objects,science,1374,1F52D,telescope
Objects,science,1375,1F4E1,satellite antenna
Objects,medical,1376,1F489,syringe
Objects,medical,1377,1FA78,drop of blood
Objects,medical,1378,1F48A,pill
Objects,medical,1379,1FA79,adhesive bandage
Objects,medical,1380,1FA7C,crutch
Objects,medical,1381,1FA7A,stethoscope
Objects,medical,1382,1FA7B,x-ray
Objects,household,1383,1F6AA,door
Objects,household,1384,1F6D7,elevator
Objects,household,1385,1FA9E,mirror
Objects,household,1386,1FA9F,window
Objects,household,1387,1F6CF,bed
Objects,household,1388,1F6CB,couch and lamp
Objects,household,1389,1FA91,chair
Objects,household,1390,1F6BD,toilet
Objects,household,1391,1FAA0,plunger
Objects,household,1392,1F6BF,shower
Objects,household,1393,1F6C1,bathtub
Objects,household,1394,1FAA4,mouse trap
Objects,household,1395,1FA92,razor
Objects,household,1396,1F9F4,lotion bottle
Objects,household,1397,1F9F7,safety pin
Objects,household,1398,1F9F9,broom
Objects,household,1399,1F9FA,basket
Objects,household,1400,1F9FB,roll of paper
Objects,household,1401,1FAA3,bucket
Objects,household,1402,1F9FC,soap
Objects,household,1403,1FAE7,bubbles
Objects,household,1404,1FAA5,toothbrush
Objects,household,1405,1F9FD,sponge
Objects,household,1406,1F9EF,fire extinguisher
Objects,household,1407,1F6D2,shopping cart
Objects,other-object,1408,1F6AC,cigarette
Objects,other-object,1409,26B0,coffin
Objects,other-object,1410,1FAA6,headstone
Objects,other-object,1411,26B1,funeral urn
Objects,other-object,1412,1F9FF,nazar amulet
Objects,other-object,1413,1FAAC,hamsa
Objects,other-object,1414,1F5FF,moai
Objects,other-object,1415,1FAA7,placard
Objects,other-object,1416,1FAAA,identification card
Symbols,transport-sign,1417,1F3E7,ATM sign
Symbols,transport-sign,1418,1F6AE,litter in bin sign
Symbols,transport-sign,1419,1F6B0,potable water
Symbols,transport-sign,1420,267F,wheelchair symbol
Symbols,transport-sign,1421,1F6B9,men’s room
Symbols,transport-sign,1422,1F6BA,women’s room
Symbols,transport-sign,1423,1F6BB,restroom
Symbols,transport-sign,1424,1F6BC,baby symbol
Symbols,transport-sign,1425,1F6BE,water closet
Symbols,transport-sign,1426,1F6C2,passport control
Symbols,transport-sign,1427,1F6C3,customs
Symbols,transport-sign,1428,1F6C4,baggage claim
Symbols,transport-sign,1429,1F6C5,left luggage
Symbols,warning,1430,26A0,warning
Symbols,warning,1431,1F6B8,children crossing
Symbols,warning,1432,26D4,no entry
Symbols,warning,1433,1F6AB,prohibited
Symbols,warning,1434,1F6B3,no bicycles
Symbols,warning,1435,1F6AD,no smoking
Symbols,warning,1436,1F6AF,no littering
Symbols,warning,1437,1F6B1,non-potable water
Symbols,warning,1438,1F6B7,no pedestrians
Symbols,warning,1439,1F4F5,no mobile phones
Symbols,warning,1440,1F51E,no one under eighteen
Symbols,warning,1441,2622,radioactive
Symbols,warning,1442,2623,biohazard
Symbols,arrow,1443,2B06,up arrow
Symbols,arrow,1444,2197,up-right arrow
Symbols,arrow,1445,27A1,right arrow
Symbols,arrow,1446,2198,down-right arrow
Symbols,arrow,1447,2B07,down arrow
Symbols,arrow,1448,2199,down-left arrow
Symbols,arrow,1449,2B05,left arrow
Symbols,arrow,1450,2196,up-left arrow
Symbols,arrow,1451,2195,up-down arrow
Symbols,arrow,1452,2194,left-right arrow
Symbols,arrow,1453,21A9,right arrow curving left
Symbols,arrow,1454,21AA,left arrow curving right
Symbols,arrow,1455,2934,right arrow curving up
Symbols,arrow,1456,2935,right arrow curving down
Symbols,arrow,1457,1F503,clockwise vertical arrows
Symbols,arrow,1458,1F504,counterclockwise arrows button
Symbols,arrow,1459,1F519,BACK arrow
Symbols,arrow,1460,1F51A,END arrow
Symbols,arrow,1461,1F51B,ON! arrow
Symbols,arrow,1462,1F51C,SOON arrow
Symbols,arrow,1463,1F51D,TOP arrow
Symbols,religion,1464,1F6D0,place of worship
Symbols,religion,1465,269B,atom symbol
Symbols,religion,1466,1F549,om
Symbols,religion,1467,2721,star of David
Symbols,religion,1468,2638,wheel of dharma
Symbols,religion,1469,262F,yin yang
Symbols,religion,1470,271D,latin cross
Symbols,religion,1471,2626,orthodox cross
Symbols,religion,1472,262A,star and crescent
Symbols,religion,1473,262E,peace symbol
Symbols,religion,1474,1F54E,menorah
Symbols,religion,1475,1F52F,dotted six-pointed star
Symbols,religion,1476,1FAAF,khanda
Symbols,zodiac,1477,2648,Aries
Symbols,zodiac,1478,2649,Taurus
Symbols,zodiac,1479,264A,Gemini
Symbols,zodiac,1480,264B,Cancer
Symbols,zodiac,1481,264C,Leo
Symbols,zodiac,1482,264D,Virgo
Symbols,zodiac,1483,264E,Libra
Symbols,zodiac,1484,264F,Scorpio
Symbols,zodiac,1485,2650,Sagittarius
Symbols,zodiac,1486,2651,Capricorn
Symbols,zodiac,1487,2652,Aquarius
Symbols,zodiac,1488,2653,Pisces
Symbols,zodiac,1489,26CE,Ophiuchus
Symbols,av-symbol,1490,1F500,shuffle tracks button
Symbols,av-symbol,1491,1F501,repeat button
Symbols,av-symbol,1492,1F502,repeat single button
Symbols,av-symbol,1493,25B6,play button
Symbols,av-symbol,1494,2.30E+10,fast-forward button
Symbols,av-symbol,1495,23ED,next track button
Symbols,av-symbol,1496,23EF,play or pause button
Symbols,av-symbol,1497,25C0,reverse button
Symbols,av-symbol,1498,23EA,fast reverse button
Symbols,av-symbol,1499,23EE,last track button
Symbols,av-symbol,1500,1F53C,upwards button
Symbols,av-symbol,1501,23EB,fast up button
Symbols,av-symbol,1502,1F53D,downwards button
Symbols,av-symbol,1503,23EC,fast down button
Symbols,av-symbol,1504,23F8,pause button
Symbols,av-symbol,1505,23F9,stop button
Symbols,av-symbol,1506,23FA,record button
Symbols,av-symbol,1507,23CF,eject button
Symbols,av-symbol,1508,1F3A6,cinema
Symbols,av-symbol,1509,1F505,dim button
Symbols,av-symbol,1510,1F506,bright button
Symbols,av-symbol,1511,1F4F6,antenna bars
Symbols,av-symbol,1512,1F6DC,wireless
Symbols,av-symbol,1513,1F4F3,vibration mode
Symbols,av-symbol,1514,1F4F4,mobile phone off
Symbols,gender,1515,2640,female sign
Symbols,gender,1516,2642,male sign
Symbols,gender,1517,26A7,transgender symbol
Symbols,math,1518,2716,multiply
Symbols,math,1519,2795,plus
Symbols,math,1520,2796,minus
Symbols,math,1521,2797,divide
Symbols,math,1522,1F7F0,heavy equals sign
Symbols,math,1523,267E,infinity
Symbols,punctuation,1524,203C,double exclamation mark
Symbols,punctuation,1525,2049,exclamation question mark
Symbols,punctuation,1526,2753,red question mark
Symbols,punctuation,1527,2754,white question mark
Symbols,punctuation,1528,2755,white exclamation mark
Symbols,punctuation,1529,2757,red exclamation mark
Symbols,punctuation,1530,3030,wavy dash
Symbols,currency,1531,1F4B1,currency exchange
Symbols,currency,1532,1F4B2,heavy dollar sign
Symbols,other-symbol,1533,2695,medical symbol
Symbols,other-symbol,1534,267B,recycling symbol
Symbols,other-symbol,1535,269C,fleur-de-lis
Symbols,other-symbol,1536,1F531,trident emblem
Symbols,other-symbol,1537,1F4DB,name badge
Symbols,other-symbol,1538,1F530,Japanese symbol for beginner
Symbols,other-symbol,1539,2B55,hollow red circle
Symbols,other-symbol,1540,2705,check mark button
Symbols,other-symbol,1541,2611,check box with check
Symbols,other-symbol,1542,2714,check mark
Symbols,other-symbol,1543,274C,cross mark
Symbols,other-symbol,1544,274E,cross mark button
Symbols,other-symbol,1545,27B0,curly loop
Symbols,other-symbol,1546,27BF,double curly loop
Symbols,other-symbol,1547,303D,part alternation mark
Symbols,other-symbol,1548,2733,eight-spoked asterisk
Symbols,other-symbol,1549,2734,eight-pointed star
Symbols,other-symbol,1550,2747,sparkle
Symbols,other-symbol,1551,00A9,copyright
Symbols,other-symbol,1552,00AE,registered
Symbols,other-symbol,1553,2122,trade mark
Symbols,other-symbol,1554,1FADF,⊛ splatter
Symbols,keycap,1555,0023+FE0F+20E3,keycap: #
Symbols,keycap,1556,002A+FE0F+20E3,keycap: *
Symbols,keycap,1557,0030+FE0F+20E3,keycap: 0
Symbols,keycap,1558,0031+FE0F+20E3,keycap: 1
Symbols,keycap,1559,0032+FE0F+20E3,keycap: 2
Symbols,keycap,1560,0033+FE0F+20E3,keycap: 3
Symbols,keycap,1561,0034+FE0F+20E3,keycap: 4
Symbols,keycap,1562,0035+FE0F+20E3,keycap: 5
Symbols,keycap,1563,0036+FE0F+20E3,keycap: 6
Symbols,keycap,1564,0037+FE0F+20E3,keycap: 7
Symbols,keycap,1565,0038+FE0F+20E3,keycap: 8
Symbols,keycap,1566,0039+FE0F+20E3,keycap: 9
Symbols,keycap,1567,1F51F,keycap: 10
Symbols,alphanum,1568,1F520,input latin uppercase
Symbols,alphanum,1569,1F521,input latin lowercase
Symbols,alphanum,1570,1F522,input numbers
Symbols,alphanum,1571,1F523,input symbols
Symbols,alphanum,1572,1F524,input latin letters
Symbols,alphanum,1573,1F170,A button (blood type)
Symbols,alphanum,1574,1F18E,AB button (blood type)
Symbols,alphanum,1575,1F171,B button (blood type)
Symbols,alphanum,1576,1F191,CL button
Symbols,alphanum,1577,1F192,COOL button
Symbols,alphanum,1578,1F193,FREE button
Symbols,alphanum,1579,2139,information
Symbols,alphanum,1580,1F194,ID button
Symbols,alphanum,1581,24C2,circled M
Symbols,alphanum,1582,1F195,NEW button
Symbols,alphanum,1583,1F196,NG button
Symbols,alphanum,1584,1F17E,O button (blood type)
Symbols,alphanum,1585,1F197,OK button
Symbols,alphanum,1586,1F17F,P button
Symbols,alphanum,1587,1F198,SOS button
Symbols,alphanum,1588,1F199,UP! button
Symbols,alphanum,1589,1F19A,VS button
Symbols,alphanum,1590,1F201,Japanese “here” button
Symbols,alphanum,1591,1F202,Japanese “service charge” button
Symbols,alphanum,1592,1F237,Japanese “monthly amount” button
Symbols,alphanum,1593,1F236,Japanese “not free of charge” button
Symbols,alphanum,1594,1F22F,Japanese “reserved” button
Symbols,alphanum,1595,1F250,Japanese “bargain” button
Symbols,alphanum,1596,1F239,Japanese “discount” button
Symbols,alphanum,1597,1F21A,Japanese “free of charge” button
Symbols,alphanum,1598,1F232,Japanese “prohibited” button
Symbols,alphanum,1599,1F251,Japanese “acceptable” button
Symbols,alphanum,1600,1F238,Japanese “application” button
Symbols,alphanum,1601,1F234,Japanese “passing grade” button
Symbols,alphanum,1602,1F233,Japanese “vacancy” button
Symbols,alphanum,1603,3297,Japanese “congratulations” button
Symbols,alphanum,1604,3299,Japanese “secret” button
Symbols,alphanum,1605,1F23A,Japanese “open for business” button
Symbols,alphanum,1606,1F235,Japanese “no vacancy” button
Symbols,geometric,1607,1F534,red circle
Symbols,geometric,1608,1F7E0,orange circle
Symbols,geometric,1609,1F7E1,yellow circle
Symbols,geometric,1610,1F7E2,green circle
Symbols,geometric,1611,1F535,blue circle
Symbols,geometric,1612,1F7E3,purple circle
Symbols,geometric,1613,1F7E4,brown circle
Symbols,geometric,1614,26AB,black circle
Symbols,geometric,1615,26AA,white circle
Symbols,geometric,1616,1F7E5,red square
Symbols,geometric,1617,1F7E7,orange square
Symbols,geometric,1618,1F7E8,yellow square
Symbols,geometric,1619,1F7E9,green square
Symbols,geometric,1620,1F7E6,blue square
Symbols,geometric,1621,1F7EA,purple square
Symbols,geometric,1622,1F7EB,brown square
Symbols,geometric,1623,2B1B,black large square
Symbols,geometric,1624,2B1C,white large square
Symbols,geometric,1625,25FC,black medium square
Symbols,geometric,1626,25FB,white medium square
Symbols,geometric,1627,25FE,black medium-small square
Symbols,geometric,1628,25FD,white medium-small square
Symbols,geometric,1629,25AA,black small square
Symbols,geometric,1630,25AB,white small square
Symbols,geometric,1631,1F536,large orange diamond
Symbols,geometric,1632,1F537,large blue diamond
Symbols,geometric,1633,1F538,small orange diamond
Symbols,geometric,1634,1F539,small blue diamond
Symbols,geometric,1635,1F53A,red triangle pointed up
Symbols,geometric,1636,1F53B,red triangle pointed down
Symbols,geometric,1637,1F4A0,diamond with a dot
Symbols,geometric,1638,1F518,radio button
Symbols,geometric,1639,1F533,white square button
Symbols,geometric,1640,1F532,black square button
Flags,flag,1641,1F3C1,chequered flag
Flags,flag,1642,1F6A9,triangular flag
Flags,flag,1643,1F38C,crossed flags
Flags,flag,1644,1F3F4,black flag
Flags,flag,1645,1F3F3,white flag
Flags,flag,1646,1F3F3+FE0F+200D+1F308,rainbow flag
Flags,flag,1647,1F3F3+FE0F+200D+26A7+FE0F,transgender flag
Flags,flag,1648,1F3F4+200D+2620+FE0F,pirate flag
Flags,country-flag,1649,1F1E6+1F1E8,flag: Ascension Island
Flags,country-flag,1650,1F1E6+1F1E9,flag: Andorra
Flags,country-flag,1651,1F1E6+1F1EA,flag: United Arab Emirates
