cat1,cat2,id,unicode,title
People & Body,person-sport,486,1F6B5+200D+2642+FE0F,man mountain biking
People & Body,person-sport,487,1F6B5+200D+2640+FE0F,woman mountain biking
People & Body,person-sport,488,1F938,person cartwheeling
People & Body,person-sport,489,1F938+200D+2642+FE0F,man cartwheeling
People & Body,person-sport,490,1F938+200D+2640+FE0F,woman cartwheeling
People & Body,person-sport,491,1F93C,people wrestling
People & Body,person-sport,492,1F93C+200D+2642+FE0F,men wrestling
People & Body,person-sport,493,1F93C+200D+2640+FE0F,women wrestling
People & Body,person-sport,494,1F93D,person playing water polo
People & Body,person-sport,495,1F93D+200D+2642+FE0F,man playing water polo
People & Body,person-sport,496,1F93D+200D+2640+FE0F,woman playing water polo
People & Body,person-sport,497,1F93E,person playing handball
People & Body,person-sport,498,1F93E+200D+2642+FE0F,man playing handball
People & Body,person-sport,499,1F93E+200D+2640+FE0F,woman playing handball
People & Body,person-sport,500,1F939,person juggling
People & Body,person-sport,501,1F939+200D+2642+FE0F,man juggling
People & Body,person-sport,502,1F939+200D+2640+FE0F,woman juggling
People & Body,person-resting,503,1F9D8,person in lotus position
People & Body,person-resting,504,1F9D8+200D+2642+FE0F,man in lotus position
People & Body,person-resting,505,1F9D8+200D+2640+FE0F,woman in lotus position
People & Body,person-resting,506,1F6C0,person taking bath
People & Body,person-resting,507,1F6CC,person in bed
People & Body,family,508,1F9D1+200D+1F91D+200D+1F9D1,people holding hands
People & Body,family,509,1F46D,women holding hands
People & Body,family,510,1F46B,woman and man holding hands
People & Body,family,511,1F46C,men holding hands
People & Body,family,512,1F48F,kiss
People & Body,family,513,1F469+200D+2764+FE0F+200D+1F48B+200D+1F468,"kiss: woman, man"
People & Body,family,514,1F468+200D+2764+FE0F+200D+1F48B+200D+1F468,"kiss: man, man"
People & Body,family,515,1F469+200D+2764+FE0F+200D+1F48B+200D+1F469,"kiss: woman, woman"
People & Body,family,516,1F491,couple with heart
People & Body,family,517,1F469+200D+2764+FE0F+200D+1F468,"couple with heart: woman, man"
People & Body,family,518,1F468+200D+2764+FE0F+200D+1F468,"couple with heart: man, man"
People & Body,family,519,1F469+200D+2764+FE0F+200D+1F469,"couple with heart: woman, woman"
People & Body,family,520,1F468+200D+1F469+200D+1F466,"family: man, woman, boy"
People & Body,family,521,1F468+200D+1F469+200D+1F467,"family: man, woman, girl"
People & Body,family,522,1F468+200D+1F469+200D+1F467+200D+1F466,"family: man, woman, girl, boy"
People & Body,family,523,1F468+200D+1F469+200D+1F466+200D+1F466,"family: man, woman, boy, boy"
People & Body,family,524,1F468+200D+1F469+200D+1F467+200D+1F467,"family: man, woman, girl, girl"
People & Body,family,525,1F468+200D+1F468+200D+1F466,"family: man, man, boy"
People & Body,family,526,1F468+200D+1F468+200D+1F467,"family: man, man, girl"
People & Body,family,527,1F468+200D+1F468+200D+1F467+200D+1F466,"family: man, man, girl, boy"
People & Body,family,528,1F468+200D+1F468+200D+1F466+200D+1F466,"family: man, man, boy, boy"
People & Body,family,529,1F468+200D+1F468+200D+1F467+200D+1F467,"family: man, man, girl, girl"
People & Body,family,530,1F469+200D+1F469+200D+1F466,"family: woman, woman, boy"
People & Body,family,531,1F469+200D+1F469+200D+1F467,"family: woman, woman, girl"
People & Body,family,532,1F469+200D+1F469+200D+1F467+200D+1F466,"family: woman, woman, girl, boy"
People & Body,family,533,1F469+200D+1F469+200D+1F466+200D+1F466,"family: woman, woman, boy, boy"
People & Body,family,534,1F469+200D+1F469+200D+1F467+200D+1F467,"family: woman, woman, girl, girl"
People & Body,family,535,1F468+200D+1F466,"family: man, boy"
People & Body,family,536,1F468+200D+1F466+200D+1F466,"family: man, boy, boy"
People & Body,family,537,1F468+200D+1F467,"family: man, girl"
People & Body,family,538,1F468+200D+1F467+200D+1F466,"family: man, girl, boy"
People & Body,family,539,1F468+200D+1F467+200D+1F467,"family: man, girl, girl"
People & Body,family,540,1F469+200D+1F466,"family: woman, boy"
People & Body,family,541,1F469+200D+1F466+200D+1F466,"family: woman, boy, boy"
People & Body,family,542,1F469+200D+1F467,"family: woman, girl"
People & Body,family,543,1F469+200D+1F467+200D+1F466,"family: woman, girl, boy"
People & Body,family,544,1F469+200D+1F467+200D+1F467,"family: woman, girl, girl"
People & Body,person-symbol,545,1F5E3,speaking head
People & Body,person-symbol,546,1F464,bust in silhouette
People & Body,person-symbol,547,1F465,busts in silhouette
People & Body,person-symbol,548,1FAC2,people hugging
People & Body,person-symbol,549,1F46A,family
People & Body,person-symbol,550,1F9D1+200D+1F9D1+200D+1F9D2,"family: adult, adult, child"
People & Body,person-symbol,551,1F9D1+200D+1F9D1+200D+1F9D2+200D+1F9D2,"family: adult, adult, child, child"
People & Body,person-symbol,552,1F9D1+200D+1F9D2,"family: adult, child"
People & Body,person-symbol,553,1F9D1+200D+1F9D2+200D+1F9D2,"family: adult, child, child"
People & Body,person-symbol,554,1F463,footprints
People & Body,person-symbol,555,1FAC6,⊛ fingerprint
Component,hair-style,556,1F9B0,red hair
Component,hair-style,557,1F9B1,curly hair
Component,hair-style,558,1F9B3,white hair
Component,hair-style,559,1F9B2,bald
Animals & Nature,animal-mammal,560,1F435,monkey face
Animals & Nature,animal-mammal,561,1F412,monkey
Animals & Nature,animal-mammal,562,1F98D,gorilla
Animals & Nature,animal-mammal,563,1F9A7,orangutan
Animals & Nature,animal-mammal,564,1F436,dog face
Animals & Nature,animal-mammal,565,1F415,dog
Animals & Nature,animal-mammal,566,1F9AE,guide dog
Animals & Nature,animal-mammal,567,1F415+200D+1F9BA,service dog
Animals & Nature,animal-mammal,568,1F429,poodle
Animals & Nature,animal-mammal,569,1F43A,wolf
Animals & Nature,animal-mammal,570,1F98A,fox
Animals & Nature,animal-mammal,571,1F99D,raccoon
Animals & Nature,animal-mammal,572,1F431,cat face
Animals & Nature,animal-mammal,573,1F408,cat
Animals & Nature,animal-mammal,574,1F408+200D+2B1B,black cat
Animals & Nature,animal-mammal,575,1F981,lion
Animals & Nature,animal-mammal,576,1F42F,tiger face
Animals & Nature,animal-mammal,577,1F405,tiger
Animals & Nature,animal-mammal,578,1F406,leopard
Animals & Nature,animal-mammal,579,1F434,horse face
Animals & Nature,animal-mammal,580,1FACE,moose
Animals & Nature,animal-mammal,581,1FACF,donkey
Animals & Nature,animal-mammal,582,1F40E,horse
Animals & Nature,animal-mammal,583,1F984,unicorn
Animals & Nature,animal-mammal,584,1F993,zebra
Animals & Nature,animal-mammal,585,1F98C,deer
Animals & Nature,animal-mammal,586,1F9AC,bison
Animals & Nature,animal-mammal,587,1F42E,cow face
Animals & Nature,animal-mammal,588,1F402,ox
Animals & Nature,animal-mammal,589,1F403,water buffalo
Animals & Nature,animal-mammal,590,1F404,cow
Animals & Nature,animal-mammal,591,1F437,pig face
Animals & Nature,animal-mammal,592,1F416,pig
Animals & Nature,animal-mammal,593,1F417,boar
Animals & Nature,animal-mammal,594,1F43D,pig nose
Animals & Nature,animal-mammal,595,1F40F,ram
Animals & Nature,animal-mammal,596,1F411,ewe
Animals & Nature,animal-mammal,597,1F410,goat
Animals & Nature,animal-mammal,598,1F42A,camel
Animals & Nature,animal-mammal,599,1F42B,two-hump camel
Animals & Nature,animal-mammal,600,1F999,llama
Animals & Nature,animal-mammal,601,1F992,giraffe
Animals & Nature,animal-mammal,602,1F418,elephant
Animals & Nature,animal-mammal,603,1F9A3,mammoth
Animals & Nature,animal-mammal,604,1F98F,rhinoceros
Animals & Nature,animal-mammal,605,1F99B,hippopotamus
Animals & Nature,animal-mammal,606,1F42D,mouse face
Animals & Nature,animal-mammal,607,1F401,mouse
Animals & Nature,animal-mammal,608,1F400,rat
Animals & Nature,animal-mammal,609,1F439,hamster
Animals & Nature,animal-mammal,610,1F430,rabbit face
Animals & Nature,animal-mammal,611,1F407,rabbit
Animals & Nature,animal-mammal,612,1F43F,chipmunk
Animals & Nature,animal-mammal,613,1F9AB,beaver
Animals & Nature,animal-mammal,614,1F994,hedgehog
Animals & Nature,animal-mammal,615,1F987,bat
Animals & Nature,animal-mammal,616,1F43B,bear
Animals & Nature,animal-mammal,617,1F43B+200D+2744+FE0F,polar bear
Animals & Nature,animal-mammal,618,1F428,koala
Animals & Nature,animal-mammal,619,1F43C,panda
Animals & Nature,animal-mammal,620,1F9A5,sloth
Animals & Nature,animal-mammal,621,1F9A6,otter
Animals & Nature,animal-mammal,622,1F9A8,skunk
Animals & Nature,animal-mammal,623,1F998,kangaroo
Animals & Nature,animal-mammal,624,1F9A1,badger
Animals & Nature,animal-mammal,625,1F43E,paw prints
Animals & Nature,animal-bird,626,1F983,turkey
Animals & Nature,animal-bird,627,1F414,chicken
Animals & Nature,animal-bird,628,1F413,rooster
Animals & Nature,animal-bird,629,1F423,hatching chick
Animals & Nature,animal-bird,630,1F424,baby chick
Animals & Nature,animal-bird,631,1F425,front-facing baby chick
Animals & Nature,animal-bird,632,1F426,bird
Animals & Nature,animal-bird,633,1F427,penguin
Animals & Nature,animal-bird,634,1F54A,dove
Animals & Nature,animal-bird,635,1F985,eagle
Animals & Nature,animal-bird,636,1F986,duck
Animals & Nature,animal-bird,637,1F9A2,swan
Animals & Nature,animal-bird,638,1F989,owl
Animals & Nature,animal-bird,639,1F9A4,dodo
Animals & Nature,animal-bird,640,1FAB6,feather
Animals & Nature,animal-bird,641,1F9A9,flamingo
Animals & Nature,animal-bird,642,1F99A,peacock
Animals & Nature,animal-bird,643,1F99C,parrot
Animals & Nature,animal-bird,644,1FABD,wing
Animals & Nature,animal-bird,645,1F426+200D+2B1B,black bird
Animals & Nature,animal-bird,646,1FABF,goose
Animals & Nature,animal-bird,647,1F426+200D+1F525,phoenix
Animals & Nature,animal-amphibian,648,1F438,frog
Animals & Nature,animal-reptile,649,1F40A,crocodile
Animals & Nature,animal-reptile,650,1F422,turtle
Animals & Nature,animal-reptile,651,1F98E,lizard
Animals & Nature,animal-reptile,652,1F40D,snake
Animals & Nature,animal-reptile,653,1F432,dragon face
Animals & Nature,animal-reptile,654,1F409,dragon
Animals & Nature,animal-reptile,655,1F995,sauropod
Animals & Nature,animal-reptile,656,1F996,T-Rex
Animals & Nature,animal-marine,657,1F433,spouting whale
Animals & Nature,animal-marine,658,1F40B,whale
Animals & Nature,animal-marine,659,1F42C,dolphin
Animals & Nature,animal-marine,660,1F9AD,seal
Animals & Nature,animal-marine,661,1F41F,fish
Animals & Nature,animal-marine,662,1F420,tropical fish
Animals & Nature,animal-marine,663,1F421,blowfish
Animals & Nature,animal-marine,664,1F988,shark
Animals & Nature,animal-marine,665,1F419,octopus
Animals & Nature,animal-marine,666,1F41A,spiral shell
Animals & Nature,animal-marine,667,1FAB8,coral
Animals & Nature,animal-marine,668,1FABC,jellyfish
Animals & Nature,animal-marine,669,1F980,crab
Animals & Nature,animal-marine,670,1F99E,lobster
Animals & Nature,animal-marine,671,1F990,shrimp
Animals & Nature,animal-marine,672,1F991,squid
Animals & Nature,animal-marine,673,1F9AA,oyster
Animals & Nature,animal-bug,674,1F40C,snail
Animals & Nature,animal-bug,675,1F98B,butterfly
Animals & Nature,animal-bug,676,1F41B,bug
Animals & Nature,animal-bug,677,1F41C,ant
Animals & Nature,animal-bug,678,1F41D,honeybee
Animals & Nature,animal-bug,679,1FAB2,beetle
Animals & Nature,animal-bug,680,1F41E,lady beetle
Animals & Nature,animal-bug,681,1F997,cricket
Animals & Nature,animal-bug,682,1FAB3,cockroach
Animals & Nature,animal-bug,683,1F577,spider
Animals & Nature,animal-bug,684,1F578,spider web
Animals & Nature,animal-bug,685,1F982,scorpion
Animals & Nature,animal-bug,686,1F99F,mosquito
Animals & Nature,animal-bug,687,1FAB0,fly
Animals & Nature,animal-bug,688,1FAB1,worm
Animals & Nature,animal-bug,689,1F9A0,microbe
Animals & Nature,plant-flower,690,1F490,bouquet
Animals & Nature,plant-flower,691,1F338,cherry blossom
Animals & Nature,plant-flower,692,1F4AE,white flower
Animals & Nature,plant-flower,693,1FAB7,lotus
Animals & Nature,plant-flower,694,1F3F5,rosette
Animals & Nature,plant-flower,695,1F339,rose
Animals & Nature,plant-flower,696,1F940,wilted flower
Animals & Nature,plant-flower,697,1F33A,hibiscus
Animals & Nature,plant-flower,698,1F33B,sunflower
Animals & Nature,plant-flower,699,1F33C,blossom
Animals & Nature,plant-flower,700,1F337,tulip
Animals & Nature,plant-flower,701,1FABB,hyacinth
Animals & Nature,plant-other,702,1F331,seedling
Animals & Nature,plant-other,703,1FAB4,potted plant
Animals & Nature,plant-other,704,1F332,evergreen tree
Animals & Nature,plant-other,705,1F333,deciduous tree
Animals & Nature,plant-other,706,1F334,palm tree
Animals & Nature,plant-other,707,1F335,cactus
Animals & Nature,plant-other,708,1F33E,sheaf of rice
Animals & Nature,plant-other,709,1F33F,herb
Animals & Nature,plant-other,710,2618,shamrock
Animals & Nature,plant-other,711,1F340,four leaf clover
Animals & Nature,plant-other,712,1F341,maple leaf
Animals & Nature,plant-other,713,1F342,fallen leaf
Animals & Nature,plant-other,714,1F343,leaf fluttering in wind
Animals & Nature,plant-other,715,1FAB9,empty nest
Animals & Nature,plant-other,716,1FABA,nest with eggs
Animals & Nature,plant-other,717,1F344,mushroom
Animals & Nature,plant-other,718,1FABE,⊛ leafless tree
Food & Drink,food-fruit,719,1F347,grapes
Food & Drink,food-fruit,720,1F348,melon
Food & Drink,food-fruit,721,1F349,watermelon
Food & Drink,food-fruit,722,1F34A,tangerine
Food & Drink,food-fruit,723,1F34B,lemon
Food & Drink,food-fruit,724,1F34B+200D+1F7E9,lime
Food & Drink,food-fruit,725,1F34C,banana
Food & Drink,food-fruit,726,1F34D,pineapple
Food & Drink,food-fruit,727,1F96D,mango
Food & Drink,food-fruit,728,1F34E,red apple
Food & Drink,food-fruit,729,1F34F,green apple
Food & Drink,food-fruit,730,1F350,pear
Food & Drink,food-fruit,731,1F351,peach
Food & Drink,food-fruit,732,1F352,cherries
Food & Drink,food-fruit,733,1F353,strawberry
Food & Drink,food-fruit,734,1FAD0,blueberries
Food & Drink,food-fruit,735,1F95D,kiwi fruit
Food & Drink,food-fruit,736,1F345,tomato
Food & Drink,food-fruit,737,1FAD2,olive
Food & Drink,food-fruit,738,1F965,coconut
Food & Drink,food-vegetable,739,1F951,avocado
Food & Drink,food-vegetable,740,1F346,eggplant
Food & Drink,food-vegetable,741,1F954,potato
Food & Drink,food-vegetable,742,1F955,carrot
Food & Drink,food-vegetable,743,1F33D,ear of corn
Food & Drink,food-vegetable,744,1F336,hot pepper
Food & Drink,food-vegetable,745,1FAD1,bell pepper
Food & Drink,food-vegetable,746,1F952,cucumber
Food & Drink,food-vegetable,747,1F96C,leafy green
Food & Drink,food-vegetable,748,1F966,broccoli
Food & Drink,food-vegetable,749,1F9C4,garlic
Food & Drink,food-vegetable,750,1F9C5,onion
Food & Drink,food-vegetable,751,1F95C,peanuts
Food & Drink,food-vegetable,752,1FAD8,beans
Food & Drink,food-vegetable,753,1F330,chestnut
Food & Drink,food-vegetable,754,1FADA,ginger root
Food & Drink,food-vegetable,755,1FADB,pea pod
Food & Drink,food-vegetable,756,1F344+200D+1F7EB,brown mushroom
Food & Drink,food-vegetable,757,1FADC,⊛ root vegetable
Food & Drink,food-prepared,758,1F35E,bread
Food & Drink,food-prepared,759,1F950,croissant
Food & Drink,food-prepared,760,1F956,baguette bread
Food & Drink,food-prepared,761,1FAD3,flatbread
Food & Drink,food-prepared,762,1F968,pretzel
Food & Drink,food-prepared,763,1F96F,bagel
Food & Drink,food-prepared,764,1F95E,pancakes
Food & Drink,food-prepared,765,1F9C7,waffle
Food & Drink,food-prepared,766,1F9C0,cheese wedge
Food & Drink,food-prepared,767,1F356,meat on bone
Food & Drink,food-prepared,768,1F357,poultry leg
Food & Drink,food-prepared,769,1F969,cut of meat
Food & Drink,food-prepared,770,1F953,bacon
Food & Drink,food-prepared,771,1F354,hamburger
Food & Drink,food-prepared,772,1F35F,french fries
Food & Drink,food-prepared,773,1F355,pizza
Food & Drink,food-prepared,774,1F32D,hot dog
Food & Drink,food-prepared,775,1F96A,sandwich
Food & Drink,food-prepared,776,1F32E,taco
Food & Drink,food-prepared,777,1F32F,burrito
Food & Drink,food-prepared,778,1FAD4,tamale
Food & Drink,food-prepared,779,1F959,stuffed flatbread
Food & Drink,food-prepared,780,1F9C6,falafel
Food & Drink,food-prepared,781,1F95A,egg
Food & Drink,food-prepared,782,1F373,cooking
Food & Drink,food-prepared,783,1F958,shallow pan of food
Food & Drink,food-prepared,784,1F372,pot of food
Food & Drink,food-prepared,785,1FAD5,fondue
Food & Drink,food-prepared,786,1F963,bowl with spoon
Food & Drink,food-prepared,787,1F957,green salad
Food & Drink,food-prepared,788,1F37F,popcorn
Food & Drink,food-prepared,789,1F9C8,butter
Food & Drink,food-prepared,790,1F9C2,salt
Food & Drink,food-prepared,791,1F96B,canned food
Food & Drink,food-asian,792,1F371,bento box
Food & Drink,food-asian,793,1F358,rice cracker
Food & Drink,food-asian,794,1F359,rice ball
Food & Drink,food-asian,795,1F35A,cooked rice
Food & Drink,food-asian,796,1F35B,curry rice
Food & Drink,food-asian,797,1F35C,steaming bowl
Food & Drink,food-asian,798,1F35D,spaghetti
Food & Drink,food-asian,799,1F360,roasted sweet potato
Food & Drink,food-asian,800,1F362,oden
Food & Drink,food-asian,801,1F363,sushi
Food & Drink,food-asian,802,1F364,fried shrimp
Food & Drink,food-asian,803,1F365,fish cake with swirl
Food & Drink,food-asian,804,1F96E,moon cake
Food & Drink,food-asian,805,1F361,dango
Food & Drink,food-asian,806,1F95F,dumpling
Food & Drink,food-asian,807,1F960,fortune cookie
Food & Drink,food-asian,808,1F961,takeout box
Food & Drink,food-sweet,809,1F366,soft ice cream
Food & Drink,food-sweet,810,1F367,shaved ice
Food & Drink,food-sweet,811,1F368,ice cream
Food & Drink,food-sweet,812,1F369,doughnut
Food & Drink,food-sweet,813,1F36A,cookie
Food & Drink,food-sweet,814,1F382,birthday cake
Food & Drink,food-sweet,815,1F370,shortcake
Food & Drink,food-sweet,816,1F9C1,cupcake
Food & Drink,food-sweet,817,1F967,pie
Food & Drink,food-sweet,818,1F36B,chocolate bar
Food & Drink,food-sweet,819,1F36C,candy
Food & Drink,food-sweet,820,1F36D,lollipop
Food & Drink,food-sweet,821,1F36E,custard
Food & Drink,food-sweet,822,1F36F,honey pot
Food & Drink,drink,823,1F37C,baby bottle
Food & Drink,drink,824,1F95B,glass of milk
Food & Drink,drink,825,2615,hot beverage
Food & Drink,drink,826,1FAD6,teapot
Food & Drink,drink,827,1F375,teacup without handle
Food & Drink,drink,828,1F376,sake
Food & Drink,drink,829,1F37E,bottle with popping cork
Food & Drink,drink,830,1F377,wine glass
Food & Drink,drink,831,1F378,cocktail glass
Food & Drink,drink,832,1F379,tropical drink
Food & Drink,drink,833,1F37A,beer mug
Food & Drink,drink,834,1F37B,clinking beer mugs
Food & Drink,drink,835,1F942,clinking glasses
Food & Drink,drink,836,1F943,tumbler glass
Food & Drink,drink,837,1FAD7,pouring liquid
Food & Drink,drink,838,1F964,cup with straw
Food & Drink,drink,839,1F9CB,bubble tea
Food & Drink,drink,840,1F9C3,beverage box
Food & Drink,drink,841,1F9C9,mate
Food & Drink,drink,842,1F9CA,ice
Food & Drink,dishware,843,1F962,chopsticks
Food & Drink,dishware,844,1F37D,fork and knife with plate
Food & Drink,dishware,845,1F374,fork and knife
Food & Drink,dishware,846,1F944,spoon
Food & Drink,dishware,847,1F52A,kitchen knife
Food & Drink,dishware,848,1FAD9,jar
Food & Drink,dishware,849,1F3FA,amphora
Travel & Places,place-map,850,1F30D,globe showing Europe-Africa
Travel & Places,place-map,851,1F30E,globe showing Americas
Travel & Places,place-map,852,1F30F,globe showing Asia-Australia
Travel & Places,place-map,853,1F310,globe with meridians
Travel & Places,place-map,854,1F5FA,world map
Travel & Places,place-map,855,1F5FE,map of Japan
Travel & Places,place-map,856,1F9ED,compass
Travel & Places,place-geographic,857,1F3D4,snow-capped mountain
Travel & Places,place-geographic,858,26F0,mountain
Travel & Places,place-geographic,859,1F30B,volcano
Travel & Places,place-geographic,860,1F5FB,mount fuji
Travel & Places,place-geographic,861,1F3D5,camping
Travel & Places,place-geographic,862,1F3D6,beach with umbrella
Travel & Places,place-geographic,863,1F3DC,desert
Travel & Places,place-geographic,864,1F3DD,desert island
Travel & Places,place-geographic,865,1F3DE,national park
Travel & Places,place-building,866,1F3DF,stadium
Travel & Places,place-building,867,1F3DB,classical building
Travel & Places,place-building,868,1F3D7,building construction
Travel & Places,place-building,869,1F9F1,brick
Travel & Places,place-building,870,1FAA8,rock
Travel & Places,place-building,871,1FAB5,wood
Travel & Places,place-building,872,1F6D6,hut
Travel & Places,place-building,873,1F3D8,houses
Travel & Places,place-building,874,1F3DA,derelict house
Travel & Places,place-building,875,1F3E0,house
Travel & Places,place-building,876,1F3E1,house with garden
Travel & Places,place-building,877,1F3E2,office building
Travel & Places,place-building,878,1F3E3,Japanese post office
Travel & Places,place-building,879,1F3E4,post office
Travel & Places,place-building,880,1F3E5,hospital
Travel & Places,place-building,881,1F3E6,bank
Travel & Places,place-building,882,1F3E8,hotel
Travel & Places,place-building,883,1F3E9,love hotel
Travel & Places,place-building,884,1F3EA,convenience store
Travel & Places,place-building,885,1F3EB,school
Travel & Places,place-building,886,1F3EC,department store
Travel & Places,place-building,887,1F3ED,factory
Travel & Places,place-building,888,1F3EF,Japanese castle
Travel & Places,place-building,889,1F3F0,castle
Travel & Places,place-building,890,1F492,wedding
Travel & Places,place-building,891,1F5FC,Tokyo tower
Travel & Places,place-building,892,1F5FD,Statue of Liberty
Travel & Places,place-religious,893,26EA,church
Travel & Places,place-religious,894,1F54C,mosque
Travel & Places,place-religious,895,1F6D5,hindu temple
Travel & Places,place-religious,896,1F54D,synagogue
Travel & Places,place-religious,897,2.60E+10,shinto shrine
Travel & Places,place-religious,898,1F54B,kaaba
Travel & Places,place-other,899,26F2,fountain
Travel & Places,place-other,900,26FA,tent
Travel & Places,place-other,901,1F301,foggy
Travel & Places,place-other,902,1F303,night with stars
Travel & Places,place-other,903,1F3D9,cityscape
Travel & Places,place-other,904,1F304,sunrise over mountains
Travel & Places,place-other,905,1F305,sunrise
Travel & Places,place-other,906,1F306,cityscape at dusk
Travel & Places,place-other,907,1F307,sunset
Travel & Places,place-other,908,1F309,bridge at night
Travel & Places,place-other,909,2668,hot springs
Travel & Places,place-other,910,1F3A0,carousel horse
Travel & Places,place-other,911,1F6DD,playground slide
Travel & Places,place-other,912,1F3A1,ferris wheel
Travel & Places,place-other,913,1F3A2,roller coaster
Travel & Places,place-other,914,1F488,barber pole
Travel & Places,place-other,915,1F3AA,circus tent
Travel & Places,transport-ground,916,1F682,locomotive
Travel & Places,transport-ground,917,1F683,railway car
Travel & Places,transport-ground,918,1F684,high-speed train
Travel & Places,transport-ground,919,1F685,bullet train
Travel & Places,transport-ground,920,1F686,train
Travel & Places,transport-ground,921,1F687,metro
Travel & Places,transport-ground,922,1F688,light rail
Travel & Places,transport-ground,923,1F689,station
Travel & Places,transport-ground,924,1F68A,tram
Travel & Places,transport-ground,925,1F69D,monorail
Travel & Places,transport-ground,926,1F69E,mountain railway
Travel & Places,transport-ground,927,1F68B,tram car
Travel & Places,transport-ground,928,1F68C,bus
Travel & Places,transport-ground,929,1F68D,oncoming bus
Travel & Places,transport-ground,930,1F68E,trolleybus
Travel & Places,transport-ground,931,1F690,minibus
Travel & Places,transport-ground,932,1F691,ambulance
Travel & Places,transport-ground,933,1F692,fire engine
Travel & Places,transport-ground,934,1F693,police car
Travel & Places,transport-ground,935,1F694,oncoming police car
Travel & Places,transport-ground,936,1F695,taxi
Travel & Places,transport-ground,937,1F696,oncoming taxi
Travel & Places,transport-ground,938,1F697,automobile
Travel & Places,transport-ground,939,1F698,oncoming automobile
Travel & Places,transport-ground,940,1F699,sport utility vehicle
Travel & Places,transport-ground,941,1F6FB,pickup truck
Travel & Places,transport-ground,942,1F69A,delivery truck
Travel & Places,transport-ground,943,1F69B,articulated lorry
Travel & Places,transport-ground,944,1F69C,tractor
Travel & Places,transport-ground,945,1F3CE,racing car
Travel & Places,transport-ground,946,1F3CD,motorcycle
Travel & Places,transport-ground,947,1F6F5,motor scooter
Travel & Places,transport-ground,948,1F9BD,manual wheelchair
Travel & Places,transport-ground,949,1F9BC,motorized wheelchair
Travel & Places,transport-ground,950,1F6FA,auto rickshaw
Travel & Places,transport-ground,951,1F6B2,bicycle
Travel & Places,transport-ground,952,1F6F4,kick scooter
Travel & Places,transport-ground,953,1F6F9,skateboard
Travel & Places,transport-ground,954,1F6FC,roller skate
Travel & Places,transport-ground,955,1F68F,bus stop
Travel & Places,transport-ground,956,1F6E3,motorway
Travel & Places,transport-ground,957,1F6E4,railway track
Travel & Places,transport-ground,958,1F6E2,oil drum
Travel & Places,transport-ground,959,26FD,fuel pump
Travel & Places,transport-ground,960,1F6DE,wheel
Travel & Places,transport-ground,961,1F6A8,police car light
Travel & Places,transport-ground,962,1F6A5,horizontal traffic light
Travel & Places,transport-ground,963,1F6A6,vertical traffic light
Travel & Places,transport-ground,964,1F6D1,stop sign
Travel & Places,transport-ground,965,1F6A7,construction
Travel & Places,transport-water,966,2693,anchor
Travel & Places,transport-water,967,1F6DF,ring buoy
Travel & Places,transport-water,968,26F5,sailboat
Travel & Places,transport-water,969,1F6F6,canoe
Travel & Places,transport-water,970,1F6A4,speedboat
Travel & Places,transport-water,971,1F6F3,passenger ship
Travel & Places,transport-water,972,26F4,ferry
Travel & Places,transport-water,973,1F6E5,motor boat
Travel & Places,transport-water,974,1F6A2,ship
Travel & Places,transport-air,975,2708,airplane
Travel & Places,transport-air,976,1F6E9,small airplane
Travel & Places,transport-air,977,1F6EB,airplane departure
Travel & Places,transport-air,978,1F6EC,airplane arrival
Travel & Places,transport-air,979,1FA82,parachute
Travel & Places,transport-air,980,1F4BA,seat
Travel & Places,transport-air,981,1F681,helicopter
Travel & Places,transport-air,982,1F69F,suspension railway
Travel & Places,transport-air,983,1F6A0,mountain cableway
Travel & Places,transport-air,984,1F6A1,aerial tramway
Travel & Places,transport-air,985,1F6F0,satellite
Travel & Places,transport-air,986,1F680,rocket
Travel & Places,transport-air,987,1F6F8,flying saucer
Travel & Places,hotel,988,1F6CE,bellhop bell
Travel & Places,hotel,989,1F9F3,luggage
Travel & Places,time,990,231B,hourglass done
Travel & Places,time,991,23F3,hourglass not done
Travel & Places,time,992,231A,watch
Travel & Places,time,993,23F0,alarm clock
Travel & Places,time,994,23F1,stopwatch
Travel & Places,time,995,23F2,timer clock
Travel & Places,time,996,1F570,mantelpiece clock
Travel & Places,time,997,1F55B,twelve o’clock
Travel & Places,time,998,1F567,twelve-thirty
Travel & Places,time,999,1F550,one o’clock
Travel & Places,time,1000,1F55C,one-thirty
Travel & Places,time,1001,1F551,two o’clock
Travel & Places,time,1002,1F55D,two-thirty
Travel & Places,time,1003,1F552,three o’clock
Travel & Places,time,1004,1F55E,three-thirty
Travel & Places,time,1005,1F553,four o’clock
Travel & Places,time,1006,1F55F,four-thirty
Travel & Places,time,1007,1F554,five o’clock
Travel & Places,time,1008,1F560,five-thirty
Travel & Places,time,1009,1F555,six o’clock
Travel & Places,time,1010,1F561,six-thirty
Travel & Places,time,1011,1F556,seven o’clock
Travel & Places,time,1012,1F562,seven-thirty
Travel & Places,time,1013,1F557,eight o’clock
Travel & Places,time,1014,1F563,eight-thirty
Travel & Places,time,1015,1F558,nine o’clock
Travel & Places,time,1016,1F564,nine-thirty
Travel & Places,time,1017,1F559,ten o’clock
Travel & Places,time,1018,1F565,ten-thirty
Travel & Places,time,1019,1F55A,eleven o’clock
Travel & Places,time,1020,1F566,eleven-thirty
Travel & Places,sky & weather,1021,1F311,new moon
